sourceTaxonName	sourceTaxonSpeciesName	sourceTaxonRank	sourceTaxonFamilyName	interactionTypeName	targetTaxonName	targetTaxonSpeciesName	targetTaxonRank	sourceCitation	sourceDOI	referenceDoi	referenceUrl	referenceCitation	sourceTaxonKingdomName	targetTaxonKingdomName
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578961	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/7790105	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578949	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/7509320	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/2387999	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9730179	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578909	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/7693170	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/2007649	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578905	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1951390	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578902	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578890	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1928225	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1885727	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578886	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/5107832	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11996944	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1682266	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1629316	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/1943876	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/1943875	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9103637	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1522335	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/1943874	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1509245	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11982956	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/1943873	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11403400	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/1324239	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/1943872	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Litoria citropa	Litoria citropa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/18071776	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Litoria citropa	Litoria citropa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/15809411	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Litoria citropa	Litoria citropa	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/15809401	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579095	Bacteria	
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579081	Bacteria	
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579055	Bacteria	
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579015	Bacteria	
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579043	Bacteria	
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578973	Bacteria	
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Perameles bougainville	Perameles bougainville	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578941	Bacteria	
