id,source,target,interaction,citation,doi,reference,referenceDOI,referenceURL
"Coenonympha pamphilusEuphrasia officinalis","Coenonympha pamphilus","Euphrasia officinalis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusFicaria verna","Coenonympha pamphilus","Ficaria verna","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusGalium saxatile","Coenonympha pamphilus","Galium saxatile","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"Coenonympha pamphilusGalium verum","Coenonympha pamphilus","Galium verum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusHedera helix","Coenonympha pamphilus","Hedera helix","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Coenonympha pamphilus associated species with names lookup Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/67975777> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusHypochaeris radicata","Coenonympha pamphilus","Hypochaeris radicata","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusLathyrus pratensis","Coenonympha pamphilus","Lathyrus pratensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusLavandula angustifolia","Coenonympha pamphilus","Lavandula angustifolia","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Coenonympha pamphilus interaction->visited flower of Lavandula angustifolia. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/48421572> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusLeontodon hispidus","Coenonympha pamphilus","Leontodon hispidus","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusLeucanthemum vulgare","Coenonympha pamphilus","Leucanthemum vulgare","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusLinum catharticum","Coenonympha pamphilus","Linum catharticum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusLotus corniculatus","Coenonympha pamphilus","Lotus corniculatus","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Nadja. 2018. Coenonympha pamphilus nectar plant Lotus corniculatus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/15813900> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusLycopus europaeus","Coenonympha pamphilus","Lycopus europaeus","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2016. Coenonympha pamphilus nectar plant Lycopus europaeus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4092672> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusLythrum salicaria","Coenonympha pamphilus","Lythrum salicaria","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2019. Coenonympha pamphilus nectar plant Lythrum salicaria. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/31912018> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusMentha aquatica","Coenonympha pamphilus","Mentha aquatica","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusMentha arvensis","Coenonympha pamphilus","Mentha arvensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusMentha spicata","Coenonympha pamphilus","Mentha spicata","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusMentha suaveolens","Coenonympha pamphilus","Mentha suaveolens","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusNardus stricta","Coenonympha pamphilus","Nardus stricta","eats","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. http://dx.doi.org/10.6084/m9.figshare.1168861","10.6084/m9.figshare.1168861","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 17 Nov 2021.","10.6084/m9.figshare.1168861","None"
"Coenonympha pamphilusOriganum vulgare","Coenonympha pamphilus","Origanum vulgare","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Benjamin Mayer. 2021. Coenonympha pamphilus nectar plant Origanum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/92086006> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusPilosella officinarum","Coenonympha pamphilus","Pilosella officinarum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusPoa annua","Coenonympha pamphilus","Poa annua","eats","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. http://dx.doi.org/10.6084/m9.figshare.1168861","10.6084/m9.figshare.1168861","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 17 Nov 2021.","10.6084/m9.figshare.1168861","None"
"Coenonympha pamphilusPoa nemoralis","Coenonympha pamphilus","Poa nemoralis","eats","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. http://dx.doi.org/10.6084/m9.figshare.1168861","10.6084/m9.figshare.1168861","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 17 Nov 2021.","10.6084/m9.figshare.1168861","None"
"Coenonympha pamphilusPoa trivialis","Coenonympha pamphilus","Poa trivialis","eats","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. http://dx.doi.org/10.6084/m9.figshare.1168861","10.6084/m9.figshare.1168861","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 17 Nov 2021.","10.6084/m9.figshare.1168861","None"
"Coenonympha pamphilusPotentilla argentea","Coenonympha pamphilus","Potentilla argentea","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Helena Vlasáková. 2020. Coenonympha pamphilus nectar plant Potentilla argentea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/45851170> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusPotentilla reptans","Coenonympha pamphilus","Potentilla reptans","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusPrunella vulgaris","Coenonympha pamphilus","Prunella vulgaris","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusPulicaria dysenterica","Coenonympha pamphilus","Pulicaria dysenterica","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusRanunculus acris","Coenonympha pamphilus","Ranunculus acris","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusRanunculus aquatilis","Coenonympha pamphilus","Ranunculus aquatilis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
