"target_taxon","source_taxon_name","interaction_type","db","query","genus","family","order","class","phylum","kingdom"
"Vespa velutina","Pyrus communis","eatenBy","ncbi","Pyrus communis","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Eriobotrya japonica","flowersVisitedBy","ncbi","Eriobotrya japonica","Rhaphiolepis","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Amaranthaceae","flowersVisitedBy","ncbi","Amaranthaceae",NA,"Amaranthaceae","Caryophyllales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Amaranthaceae","flowersVisitedBy","ncbi","Amaranthaceae",NA,"Amaranthaceae","Caryophyllales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Prunus","interactsWith","ncbi","Prunus","Prunus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Prunus avium","eatenBy","ncbi","Prunus avium","Prunus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Ruta","flowersVisitedBy","ncbi","Ruta","Ruta","Rutaceae","Sapindales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ficus carica","eatenBy","ncbi","Ficus carica","Ficus","Moraceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ficus","interactsWith","ncbi","Ficus","Ficus","Moraceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Ficus carica","eatenBy","ncbi","Ficus carica","Ficus","Moraceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Prunus","interactsWith","ncbi","Prunus","Prunus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","eatenBy","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","preyedUponBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis","preyedUponBy","ncbi","Apis","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Populus","interactsWith","ncbi","Populus","Populus","Salicaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","eatenBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Populus","interactsWith","ncbi","Populus","Populus","Salicaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Fagus sylvatica","interactsWith","ncbi","Fagus sylvatica","Fagus","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Acer platanoides","interactsWith","ncbi","Acer platanoides","Acer","Sapindaceae","Sapindales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apini","interactsWith","ncbi","Apini",NA,"Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apini","interactsWith","ncbi","Apini",NA,"Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pinus","interactsWith","ncbi","Pinus","Pinus","Pinaceae","Pinales","Pinopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pinus","interactsWith","ncbi","Pinus","Pinus","Pinaceae","Pinales","Pinopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pinus","interactsWith","ncbi","Pinus","Pinus","Pinaceae","Pinales","Pinopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Fagus sylvatica","interactsWith","ncbi","Fagus sylvatica","Fagus","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Gleditsia triacanthos","interactsWith","ncbi","Gleditsia triacanthos","Gleditsia","Fabaceae","Fabales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pyrus communis","interactsWith","ncbi","Pyrus communis","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","interactsWith","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Acacia","interactsWith","ncbi","Acacia","Acacia","Fabaceae","Fabales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Populus","interactsWith","ncbi","Populus","Populus","Salicaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Populus","interactsWith","ncbi","Populus","Populus","Salicaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Camellia","interactsWith","ncbi","Camellia","Camellia","Theaceae","Ericales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Alnus glutinosa","interactsWith","ncbi","Alnus glutinosa","Alnus","Betulaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Fagaceae","interactsWith","ncbi","Fagaceae",NA,"Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pyrus","interactsWith","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","interactsWith","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","interactsWith","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Musa","interactsWith","ncbi","Musa","Musa","Musaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Musa basjoo","eatenBy","ncbi","Musa basjoo","Musa","Musaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Passiflora","flowersVisitedBy","ncbi","Passiflora","Passiflora","Passifloraceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Passiflora","interactsWith","ncbi","Passiflora","Passiflora","Passifloraceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Musa × paradisiaca","interactsWith","ncbi","Musa × paradisiaca","Musa","Musaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Salix","interactsWith","ncbi","Salix","Salix","Salicaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pyrus","interactsWith","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pyrus","interactsWith","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","interactsWith","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Pyrus","eatenBy","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pyrus","interactsWith","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Quercus robur","interactsWith","ncbi","Quercus robur","Quercus","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pyrus","interactsWith","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Pyrus","interactsWith","ncbi","Pyrus","Pyrus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Chamaecyparis","interactsWith","ncbi","Chamaecyparis","Chamaecyparis","Cupressaceae","Cupressales","Pinopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum vulgare","interactsWith","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum vulgare","flowersVisitedBy","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum vulgare","flowersVisitedBy","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum vulgare","interactsWith","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","preyedUponBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Foeniculum vulgare","flowersVisitedBy","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Aloe","flowersVisitedBy","ncbi","Aloe","Aloe","Asphodelaceae","Asparagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
