"","scientificName2","speciesKey","scientificName","rank","taxonomicStatus","kingdom","includes","ALIEN"
"7544","Udea uliginosalis",4532109,"Udea uliginosalis (Stephens, 1834)","SPECIES","ACCEPTED","Animalia","4532109: Udea uliginosalis (Stephens, 1834)",FALSE
"7545","Ula bolitophila",1510613,"Ula bolitophila Loew, 1869","SPECIES","ACCEPTED","Animalia","10223592: BOLD:ABU5946",FALSE
"7546","Ula mixta",1510609,"Ula mixta Starý, 1983","SPECIES","ACCEPTED","Animalia","10064278: BOLD:ABA7462",FALSE
"7547","Ula mollissima",1510631,"Ula mollissima Haliday, 1833","SPECIES","ACCEPTED","Animalia","10620097: BOLD:ABA7548",FALSE
"7548","Ula sylvatica",1510615,"Ula sylvatica Meigen, 1818","SPECIES","ACCEPTED","Animalia","9829562: BOLD:AAV1814",FALSE
"7549","Uleiota planatus",6993114,"Uleiota planatus (Linnaeus, 1760)","SPECIES","ACCEPTED","Animalia","6993114: Uleiota planatus (Linnaeus, 1760)",FALSE
"7550","Ulmus glabra",5361866,"Ulmus glabra Huds.","SPECIES","ACCEPTED","Plantae","5361866: Ulmus glabra Huds. | 5680263: Ulmus montana With.",FALSE
"7551","Ulmus minor",5361865,"Ulmus minor Mill.","SPECIES","ACCEPTED","Plantae","5361865: Ulmus minor Mill. | 5680233: Ulmus foliacea Gilib. | 7927774: Ulmus glabra Mill.",TRUE
"7552","Ulmus procera",5361862,"Ulmus procera Salisb.","SPECIES","ACCEPTED","Plantae","5361862: Ulmus procera Salisb.",FALSE
"7553","Ulochlaena hirta",1793573,"Ulochlaena hirta (Hübner, 1813)","SPECIES","ACCEPTED","Animalia","1793573: Ulochlaena hirta (Hübner, 1813)",FALSE
"7554","Ulota crispa",2671967,"Ulota crispa Bridel, 1819","SPECIES","ACCEPTED","Plantae","2671967: Ulota crispa Bridel, 1819",FALSE
"7555","Ulva fenestrata",5273511,"Ulva fenestrata","SPECIES","ACCEPTED","Plantae","5273511: Ulva fenestrata",FALSE
"7556","Ulva intestinalis",5273394,"Ulva intestinalis L.","SPECIES","ACCEPTED","Plantae","5273394: Ulva intestinalis L.",FALSE
"7557","Ulva linza",5273454,"Ulva linza L.","SPECIES","ACCEPTED","Plantae","5273454: Ulva linza L.",FALSE
"7558","Umbilicaria cylindrica",5260521,"Umbilicaria cylindrica (L.) Delise ex Duby","SPECIES","ACCEPTED","Fungi","5260521: Umbilicaria cylindrica (L.) Delise ex Duby",FALSE
"7559","Umbilicaria decussata",5260511,"Umbilicaria decussata (Vill.) Zahlbr.","SPECIES","ACCEPTED","Fungi","5260511: Umbilicaria decussata (Vill.) Zahlbr.",FALSE
"7560","Umbra krameri",5203115,"Umbra krameri Walbaum, 1792","SPECIES","ACCEPTED","Animalia","5203115: Umbra krameri Walbaum, 1792",FALSE
"7561","Unguicularia diaphana",3488799,"Unguicularia diaphana (Rehm) Nannf.","SPECIES","ACCEPTED","Fungi","3488799: Unguicularia diaphana (Rehm) Nannf.",FALSE
"7562","Unio crassus",4559558,"Unio crassus Philipsson, 1788","SPECIES","ACCEPTED","Animalia","4559561: Unio crassus batavus (Maton & Rackett, 1807) | 7342576: Unio crassus crassus",FALSE
"7563","Unio pictorum",4374772,"Unio pictorum (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4374772: Unio pictorum (Linnaeus, 1758)",FALSE
"7564","Upupa epops",2498415,"Upupa epops Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2498415: Upupa epops Linnaeus, 1758 | 7190980: Upupa epops epops",FALSE
"7565","Uranoscopus scaber",2394370,"Uranoscopus scaber Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2394370: Uranoscopus scaber Linnaeus, 1758",FALSE
"7566","Uranotaenia unguiculata",1654194,"Uranotaenia unguiculata Edwards, 1913","SPECIES","ACCEPTED","Animalia","1654194: Uranotaenia unguiculata Edwards, 1913 | 9944666: BOLD:ADJ6199",FALSE
"7567","Urnula craterium",7643901,"Urnula craterium (Schwein.) Fr.","SPECIES","ACCEPTED","Fungi","7643901: Urnula craterium (Schwein.) Fr.",FALSE
"7568","Urocerus gigas",4492208,"Urocerus gigas (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4492208: Urocerus gigas (Linnaeus, 1758)",FALSE
"7569","Urocystis agropyri",5250111,"Urocystis agropyri (Preuss) A.A.Fisch.Waldh.","SPECIES","ACCEPTED","Fungi","5250111: Urocystis agropyri (Preuss) A.A.Fisch.Waldh.",FALSE
"7570","Urocystis alopecuri",5250221,"Urocystis alopecuri A.B.Frank","SPECIES","ACCEPTED","Fungi","5250221: Urocystis alopecuri A.B.Frank",FALSE
"7571","Urocystis anemones",5250186,"Urocystis anemones (Pers.) G.Winter","SPECIES","ACCEPTED","Fungi","5250186: Urocystis anemones (Pers.) G.Winter",FALSE
"7572","Urocystis arrhenatheri",5467472,"Urocystis arrhenatheri (Kuprev.) Savul.","SPECIES","ACCEPTED","Fungi","5467472: Urocystis arrhenatheri (Kuprev.) Savul.",FALSE
"7573","Urocystis avenae-elatioris",5250088,"Urocystis avenae-elatioris (Kochman) Zundel","SPECIES","ACCEPTED","Fungi","5250088: Urocystis avenae-elatioris (Kochman) Zundel",FALSE
"7574","Urocystis colchici",5250158,"Urocystis colchici (Schltdl.) Rabenh.","SPECIES","ACCEPTED","Fungi","5250158: Urocystis colchici (Schltdl.) Rabenh.",FALSE
"7575","Urocystis ficariae",5250196,"Urocystis ficariae (Liro) Moesz","SPECIES","ACCEPTED","Fungi","5250196: Urocystis ficariae (Liro) Moesz",FALSE
"7576","Urocystis fischeri",5250097,"Urocystis fischeri Körn.","SPECIES","ACCEPTED","Fungi","5250097: Urocystis fischeri Körn.",FALSE
"7577","Urocystis floccosa",5250165,"Urocystis floccosa (Wallr.) D.M.Hend.","SPECIES","ACCEPTED","Fungi","5250165: Urocystis floccosa (Wallr.) D.M.Hend.",FALSE
"7578","Urocystis johansonii",5467434,"Urocystis johansonii (Lagerh.) Magnus","SPECIES","ACCEPTED","Fungi","5467434: Urocystis johansonii (Lagerh.) Magnus",FALSE
"7579","Urocystis poae",5250202,"Urocystis poae (Liro) Padwick & A.Khan","SPECIES","ACCEPTED","Fungi","5250202: Urocystis poae (Liro) Padwick & A.Khan",FALSE
"7580","Urocystis poae-palustris",5250104,"Urocystis poae-palustris Vánky","SPECIES","ACCEPTED","Fungi","5250104: Urocystis poae-palustris Vánky",FALSE
"7581","Urocystis ranunculi",5250155,"Urocystis ranunculi (Lib.) Moesz","SPECIES","ACCEPTED","Fungi","5250155: Urocystis ranunculi (Lib.) Moesz",FALSE
"7582","Urocystis ranunculi-auricomi",5467467,"Urocystis ranunculi-auricomi (Liro) Zundel","SPECIES","ACCEPTED","Fungi","5467467: Urocystis ranunculi-auricomi (Liro) Zundel",FALSE
"7583","Urocystis ulei",5250193,"Urocystis ulei Magnus","SPECIES","ACCEPTED","Fungi","5250193: Urocystis ulei Magnus",FALSE
"7584","Urodiaspis stammeri",4549427,"Urodiaspis stammeri Hirschmann & Zirngiebl-Nicol, 1969","SPECIES","ACCEPTED","Animalia","4549427: Urodiaspis stammeri Hirschmann & Zirngiebl-Nicol, 1969",FALSE
"7585","Urodiaspis tecta",4549423,"Urodiaspis tecta (P.Kramer, 1876)","SPECIES","ACCEPTED","Animalia","4549423: Urodiaspis tecta (P.Kramer, 1876)",FALSE
"7586","Urojanetia excavata",11198228,"Urojanetia excavata Wasmann, 1899","SPECIES","ACCEPTED","Animalia","11198228: Urojanetia excavata Wasmann, 1899",FALSE
"7587","Uromyces aconiti",2515715,"Uromyces aconiti Fuckel","SPECIES","ACCEPTED","Fungi","2515715: Uromyces aconiti Fuckel",FALSE
"7588","Uromyces aecidiiformis",2516053,"Uromyces aecidiiformis (F.Strauss) C.C.Rees","SPECIES","ACCEPTED","Fungi","2516053: Uromyces aecidiiformis (F.Strauss) C.C.Rees",FALSE
"7589","Uromyces aeluropodis-repentis",3380637,"Uromyces aeluropodis-repentis Nattrass","SPECIES","ACCEPTED","Fungi","3380637: Uromyces aeluropodis-repentis Nattrass",FALSE
"7590","Uromyces alchemillae",9415009,"Uromyces alchemillae (Pers.) Lév.","SPECIES","ACCEPTED","Fungi","9415009: Uromyces alchemillae (Pers.) Lév.",FALSE
"7591","Uromyces baeumlerianus",3381087,"Uromyces baeumlerianus Bubák","SPECIES","ACCEPTED","Fungi","3381087: Uromyces baeumlerianus Bubák",FALSE
"7592","Uromyces brandzae",3381138,"Uromyces brandzae Savul.","SPECIES","ACCEPTED","Fungi","3381138: Uromyces brandzae Savul.",FALSE
"7593","Uromyces ciceris-arietini",2515763,"Uromyces ciceris-arietini (Grognot) Jacz. & G.Boyer","SPECIES","ACCEPTED","Fungi","2515763: Uromyces ciceris-arietini (Grognot) Jacz. & G.Boyer",FALSE
"7594","Uromyces dactylidis",8208889,"Uromyces dactylidis G.H.Otth","SPECIES","ACCEPTED","Fungi","8208889: Uromyces dactylidis G.H.Otth",FALSE
"7595","Uromyces dianthi",2515591,"Uromyces dianthi (Pers.) Niessl","SPECIES","ACCEPTED","Fungi","2515591: Uromyces dianthi (Pers.) Niessl",FALSE
"7596","Uromyces fulgens",7705503,"Uromyces fulgens Bubák","SPECIES","ACCEPTED","Fungi","7705503: Uromyces fulgens Bubák",FALSE
"7597","Uromyces galegae",2515609,"Uromyces galegae Sacc.","SPECIES","ACCEPTED","Fungi","2515609: Uromyces galegae Sacc.",FALSE
"7598","Uromyces gypsophilae",3381471,"Uromyces gypsophilae Cooke","SPECIES","ACCEPTED","Fungi","3381471: Uromyces gypsophilae Cooke",FALSE
"7599","Uromyces inaequialtus",2516051,"Uromyces inaequialtus Lasch","SPECIES","ACCEPTED","Fungi","2516051: Uromyces inaequialtus Lasch",FALSE
"7600","Uromyces limonii",2515871,"Uromyces limonii (DC.) Lév., 1849","SPECIES","ACCEPTED","Fungi","2515871: Uromyces limonii (DC.) Lév., 1849",FALSE
"7601","Uromyces muscari",10733661,"Uromyces muscari (Duby) Niessl","SPECIES","ACCEPTED","Fungi","7518495: Uromyces muscari (Duby) Graves",FALSE
"7602","Uromyces pisi-sativi",2515938,"Uromyces pisi-sativi (Pers.) Liro","SPECIES","ACCEPTED","Fungi","8231367: Uromyces pisi (DC.) G.H.Otth | 9761074: Uromyces punctatus J.Schröt.",FALSE
"7603","Uromyces proeminens",7239389,"Uromyces proeminens (DC.) Lév., 1847","SPECIES","ACCEPTED","Fungi","7239389: Uromyces proeminens (DC.) Lév., 1847",FALSE
"7604","Uromyces rumicis",2515881,"Uromyces rumicis (Schumach.) G.Winter","SPECIES","ACCEPTED","Fungi","2515881: Uromyces rumicis (Schumach.) G.Winter",FALSE
"7605","Uromyces salsolae",7680672,"Uromyces salsolae Reichardt","SPECIES","DOUBTFUL","Fungi","7680672: Uromyces salsolae Reichardt",FALSE
"7606","Uromyces scutellatus",8571893,"Uromyces scutellatus (Pers.) Lév.","SPECIES","DOUBTFUL","Fungi","8571893: Uromyces scutellatus (Pers.) Lév.",FALSE
"7607","Uromyces striatus",7986377,"Uromyces striatus J.Schröt.","SPECIES","ACCEPTED","Fungi","7986377: Uromyces striatus J.Schröt.",FALSE
"7608","Uromyces sublevis",3381136,"Uromyces sublevis Tranzschel","SPECIES","ACCEPTED","Fungi","3381136: Uromyces sublevis Tranzschel",FALSE
"7609","Uromyces tinctoriicola",2515932,"Uromyces tinctoriicola Magnus","SPECIES","ACCEPTED","Fungi","2515932: Uromyces tinctoriicola Magnus",FALSE
"7610","Uromyces viciae-craccae",3381230,"Uromyces viciae-craccae Const.","SPECIES","ACCEPTED","Fungi","3381230: Uromyces viciae-craccae Const.",FALSE
"7611","Uromyces viciae-fabae",3381094,"Uromyces viciae-fabae (Pers.) J.Schröt.","SPECIES","ACCEPTED","Fungi","3381094: Uromyces viciae-fabae (Pers.) J.Schröt. | 3381095: Uromyces viciae Fuckel",FALSE
"7612","Uroobovella advena",4549457,"Uroobovella advena (Trägårdh, 1912)","SPECIES","ACCEPTED","Animalia","4549457: Uroobovella advena (Trägårdh, 1912)",FALSE
"7613","Uroobovella difoveolata",4549445,"Uroobovella difoveolata Hirschmann & Zirngiebl-Nicol, 1962","SPECIES","ACCEPTED","Animalia","4549445: Uroobovella difoveolata Hirschmann & Zirngiebl-Nicol, 1962",FALSE
"7614","Uroobovella erlangensis",4549428,"Uroobovella erlangensis Hirschmann & Zirngiebl-Nicol, 1962","SPECIES","ACCEPTED","Animalia","4549428: Uroobovella erlangensis Hirschmann & Zirngiebl-Nicol, 1962",FALSE
"7615","Uroobovella fimicola",4549467,"Uroobovella fimicola (Berlese, 1903)","SPECIES","ACCEPTED","Animalia","4549467: Uroobovella fimicola (Berlese, 1903)",FALSE
"7616","Uroobovella hungarica",4549473,"Uroobovella hungarica Hirschmann & Zirngiebl-Nicol, 1962","SPECIES","ACCEPTED","Animalia","4549473: Uroobovella hungarica Hirschmann & Zirngiebl-Nicol, 1962",FALSE
"7617","Uroobovella marginata",4549455,"Uroobovella marginata (Koch, 1839)","SPECIES","ACCEPTED","Animalia","4549455: Uroobovella marginata (Koch, 1839)",FALSE
"7618","Uroobovella minima",4549436,"Uroobovella minima (Koch, 1841)","SPECIES","ACCEPTED","Animalia","4549436: Uroobovella minima (Koch, 1841)",FALSE
"7619","Uroobovella obovata",4549440,"Uroobovella obovata (G.Canestrini & Berlese, 1884)","SPECIES","ACCEPTED","Animalia","4549440: Uroobovella obovata (G.Canestrini & Berlese, 1884)",FALSE
"7620","Uroobovella pulchella",4549462,"Uroobovella pulchella (Berlese, 1904)","SPECIES","ACCEPTED","Animalia","4549462: Uroobovella pulchella (Berlese, 1904)",FALSE
"7621","Uroobovella pyriformis",4549443,"Uroobovella pyriformis (Berlese, 1920)","SPECIES","ACCEPTED","Animalia","4549443: Uroobovella pyriformis (Berlese, 1920)",FALSE
"7622","Uroobovella rackei",4549480,"Uroobovella rackei (Oudemans, 1912)","SPECIES","ACCEPTED","Animalia","4549480: Uroobovella rackei (Oudemans, 1912)",FALSE
"7623","Uroobovella varians",4549429,"Uroobovella varians Hirschmann & Zirngiebl-Nicol, 1962","SPECIES","ACCEPTED","Animalia","4549429: Uroobovella varians Hirschmann & Zirngiebl-Nicol, 1962",FALSE
"7624","Uroobovella vinicolora",4549450,"Uroobovella vinicolora (Vitzthum, 1926)","SPECIES","ACCEPTED","Animalia","4549450: Uroobovella vinicolora (Vitzthum, 1926)",FALSE
"7625","Urophora affinis",5088192,"Urophora affinis (Frauenfeld, 1857)","SPECIES","ACCEPTED","Animalia","5088192: Urophora affinis (Frauenfeld, 1857)",FALSE
"7626","Urophora congrua",5088115,"Urophora congrua Loew, 1862","SPECIES","ACCEPTED","Animalia","5088115: Urophora congrua Loew, 1862",FALSE
"7627","Urophora quadrifasciata",5088153,"Urophora quadrifasciata Rohdendorf","SPECIES","ACCEPTED","Animalia","5088153: Urophora quadrifasciata Rohdendorf",FALSE
"7628","Urophora stylata",5088028,"Urophora stylata (Fabricius, 1775)","SPECIES","ACCEPTED","Animalia","5088028: Urophora stylata (Fabricius, 1775)",FALSE
"7629","Uropoda italica",4549545,"Uropoda italica Hirschmann & Zirngiebl-Nicol, 1969","SPECIES","ACCEPTED","Animalia","4549545: Uropoda italica Hirschmann & Zirngiebl-Nicol, 1969",FALSE
"7630","Uropoda misella",4549538,"Uropoda misella (Berlese, 1916)","SPECIES","ACCEPTED","Animalia","4549538: Uropoda misella (Berlese, 1916)",FALSE
"7631","Uropoda orbicularis",4549547,"Uropoda orbicularis (Mueller, 1776)","SPECIES","ACCEPTED","Animalia","4549547: Uropoda orbicularis (Mueller, 1776)",FALSE
"7632","Uropoda pulcherrima",4549549,"Uropoda pulcherrima (Berlese, 1904)","SPECIES","ACCEPTED","Animalia","4549549: Uropoda pulcherrima (Berlese, 1904)",FALSE
"7633","Uropoda splendida",4549557,"Uropoda splendida (Kramer, 1882)","SPECIES","ACCEPTED","Animalia","4549557: Uropoda splendida (Kramer, 1882)",FALSE
"7634","Uropolyaspis hamulifera",11195669,"Uropolyaspis hamulifera (Michael, 1894)","SPECIES","ACCEPTED","Animalia","4549720: Uropoda hamuliferus Michael, 1884",FALSE
"7635","Uroseius degeneratus",4549738,"Uroseius degeneratus Oudemans, 1913","SPECIES","ACCEPTED","Animalia","4549738: Uroseius degeneratus Oudemans, 1913",FALSE
"7636","Uroseius infirmus",4549734,"Uroseius infirmus (Berlese, 1887)","SPECIES","ACCEPTED","Animalia","4549734: Uroseius infirmus (Berlese, 1887)",FALSE
"7637","Ursus arctos",2433433,"Ursus arctos Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2433433: Ursus arctos Linnaeus, 1758 | 7193950: Ursus arctos arctos",FALSE
"7638","Urtica dioica",7960979,"Urtica dioica L.","SPECIES","ACCEPTED","Plantae","7221272: Urtica dioica subsp. dioica | 7960979: Urtica dioica L.",FALSE
"7639","Urtica kioviensis",5669756,"Urtica kioviensis Rogow.","SPECIES","ACCEPTED","Plantae","5669756: Urtica kioviensis Rogow.",FALSE
"7640","Urtica urens",5361815,"Urtica urens L.","SPECIES","ACCEPTED","Plantae","5361815: Urtica urens L.",FALSE
"7641","Usnea barbata",7247607,"Usnea barbata (L.) Weber ex F.H.Wigg","SPECIES","ACCEPTED","Fungi","7247607: Usnea barbata (L.) Weber ex F.H.Wigg",FALSE
"7642","Usnea cavernosa",2606041,"Usnea cavernosa Tuck.","SPECIES","ACCEPTED","Fungi","2606041: Usnea cavernosa Tuck.",FALSE
"7643","Usnea dasypoga",9329610,"Usnea dasypoga Ach.","SPECIES","ACCEPTED","Fungi","9329610: Usnea dasypoga Ach.",FALSE
"7644","Usnea filipendula",2606006,"Usnea filipendula Stirt.","SPECIES","ACCEPTED","Fungi","2606006: Usnea filipendula Stirt.",FALSE
"7645","Usnea florida",2606038,"Usnea florida (L.) Weber ex F.H.Wigg.","SPECIES","ACCEPTED","Fungi","2606038: Usnea florida (L.) Weber ex F.H.Wigg.",FALSE
"7646","Usnea plicata",7247913,"Usnea plicata (L.) Weber ex F.H.Wigg.","SPECIES","ACCEPTED","Fungi","7247913: Usnea plicata (L.) Weber ex F.H.Wigg.",FALSE
"7647","Usnea quasirigida",10718592,"Usnea quasirigida Lendemer & I.I.Tav.","SPECIES","ACCEPTED","Fungi","2606034: Usnea rigida (Ach.) Motyka",FALSE
"7648","Usnea viktoriana",10861131,"Usnea viktoriana P.Clerc & Otte","SPECIES","ACCEPTED","Fungi","10861131: Usnea viktoriana P.Clerc & Otte",FALSE
"7649","Ustilago aeluropodis",2557505,"Ustilago aeluropodis (Trotter) Vánky","SPECIES","ACCEPTED","Fungi","2557505: Ustilago aeluropodis (Trotter) Vánky",FALSE
"7650","Ustilago avenae",2557445,"Ustilago avenae (Pers.) Rostr.","SPECIES","ACCEPTED","Fungi","2557445: Ustilago avenae (Pers.) Rostr.",FALSE
"7651","Ustilago bullata",2557547,"Ustilago bullata Berk.","SPECIES","ACCEPTED","Fungi","2557547: Ustilago bullata Berk. | 2557550: Ustilago bromivora (Tul. & C.Tul.) A.A.Fisch.Waldh.",FALSE
"7652","Ustilago calamagrostidis",6016910,"Ustilago calamagrostidis (Fuckel) G.P.Clinton","SPECIES","ACCEPTED","Fungi","6016910: Ustilago calamagrostidis (Fuckel) G.P.Clinton",FALSE
"7653","Ustilago carnea",3369963,"Ustilago carnea Liro","SPECIES","ACCEPTED","Fungi","3370096: Ustilago anomala var. carnea (Liro) Hirschh.",FALSE
"7654","Ustilago constantineanui",3369653,"Ustilago constantineanui (Savul.) Vánky","SPECIES","ACCEPTED","Fungi","3369653: Ustilago constantineanui (Savul.) Vánky",FALSE
"7655","Ustilago cynodontis",8664341,"Ustilago cynodontis (Pass.) Henn.","SPECIES","ACCEPTED","Fungi","8664341: Ustilago cynodontis (Pass.) Henn.",FALSE
"7656","Ustilago davisii",2557487,"Ustilago davisii Liro","SPECIES","ACCEPTED","Fungi","2557487: Ustilago davisii Liro",FALSE
"7657","Ustilago filiformis",2557467,"Ustilago filiformis (Schrank) Rostr.","SPECIES","ACCEPTED","Fungi","2557467: Ustilago filiformis (Schrank) Rostr. | 7567170: Ustilago longissima (Sowerby) Tul. & C.Tul., 1847",FALSE
"7658","Ustilago grandis",2557554,"Ustilago grandis Fr.","SPECIES","ACCEPTED","Fungi","2557554: Ustilago grandis Fr.",FALSE
"7659","Ustilago haynaldiae",3369576,"Ustilago haynaldiae Becer.","SPECIES","ACCEPTED","Fungi","3369576: Ustilago haynaldiae Becer.",FALSE
"7660","Ustilago hordei",2557530,"Ustilago hordei (Pers.) Lagerh.","SPECIES","ACCEPTED","Fungi","2557530: Ustilago hordei (Pers.) Lagerh.",FALSE
"7661","Ustilago maydis",2557469,"Ustilago maydis (DC.) Corda","SPECIES","ACCEPTED","Fungi","2557469: Ustilago maydis (DC.) Corda",FALSE
"7662","Ustilago serpens",2557482,"Ustilago serpens (P.Karst.) B.Lindeb.","SPECIES","ACCEPTED","Fungi","2557482: Ustilago serpens (P.Karst.) B.Lindeb.",FALSE
"7663","Ustilago striiformis",2557559,"Ustilago striiformis (Westend.) Niessl","SPECIES","ACCEPTED","Fungi","2557559: Ustilago striiformis (Westend.) Niessl",FALSE
"7664","Ustilago syntherismae",2557543,"Ustilago syntherismae (Schwein.) Peck","SPECIES","ACCEPTED","Fungi","2557543: Ustilago syntherismae (Schwein.) Peck | 7788311: Ustilago rabenhorstiana J.G.Kühn",FALSE
"7665","Ustilago trichophora",2557540,"Ustilago trichophora (Link) Kunze","SPECIES","ACCEPTED","Fungi","2557540: Ustilago trichophora (Link) Kunze | 8165273: Ustilago trichophora (Link) Körn.",FALSE
"7666","Ustilago tritici",2557496,"Ustilago tritici (Bjerk.) Rostr.","SPECIES","ACCEPTED","Fungi","2557496: Ustilago tritici (Bjerk.) Rostr.",FALSE
"7667","Ustilentyloma fluitans",2556376,"Ustilentyloma fluitans (Liro) Vánky","SPECIES","ACCEPTED","Fungi","2556376: Ustilentyloma fluitans (Liro) Vánky",FALSE
"7668","Utelga pseudoheinckei",2502192,"Utelga pseudoheinckei Karling, 1980","SPECIES","ACCEPTED","Animalia","2502192: Utelga pseudoheinckei Karling, 1980",FALSE
"7669","Utricularia intermedia",3172413,"Utricularia intermedia Hayne","SPECIES","ACCEPTED","Plantae","3172413: Utricularia intermedia Hayne",FALSE
"7670","Utricularia vulgaris",3172427,"Utricularia vulgaris L.","SPECIES","ACCEPTED","Plantae","3172427: Utricularia vulgaris L.",FALSE
"7671","Vaccinium myrtillus",2882833,"Vaccinium myrtillus L.","SPECIES","ACCEPTED","Plantae","2882833: Vaccinium myrtillus L.",FALSE
"7672","Vaccinium oxycoccos",2882940,"Vaccinium oxycoccos L.","SPECIES","ACCEPTED","Plantae","2882940: Vaccinium oxycoccos L.",FALSE
